23,B106,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
24,B107,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
25,B210,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
26,B211,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
27,B212,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
28,B213,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
29,B218,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
30,B219,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
31,B220,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
32,B221,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
33,B222,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
34,B302,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
35,B320,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
36,B321,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
37,B322,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
38,B325,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
39,B401,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
40,B402,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
41,B403,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
42,B404,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
43,B405,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
44,B408,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
45,B409,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
46,B410,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
47,B411,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
48,B412,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
49,B415,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
50,B416,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
51,B417,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
52,B418,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
53,B419,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
54,B422,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
55,B423,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
56,B424,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
57,B425,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
58,B426,B Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
68,D109,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
69,D110,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
70,D111,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
71,D202,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
72,D203,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
73,D204,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
74,D205,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
75,D209,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
76,D210,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
77,D211,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
78,D302,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
79,D305,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
80,D309,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
81,D310,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
82,D311,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
83,D402,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
84,D405,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
85,D409,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
86,D410,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
87,D411,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
88,D510,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
89,D511,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
90,D512,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
91,D610,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
92,D611,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
93,D612,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
94,D702,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
95,D703,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
96,D704,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
97,D705,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
98,D709,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
99,D710,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
100,D711,D Block,Classroom,0,Classroom,50,70,0,0,,29,0,0,0
